name,label,phcf
d9875da9-d42e-41f8-ac77-b3e590abced3,Сімейна амбулаторія №7,0d123794-c39e-49cb-b1eb-d695bc2c5794
a13bc97a-09e9-428b-8fc5-49e721f1af81,Сімейна амбулаторія №8,0d123794-c39e-49cb-b1eb-d695bc2c5794
66bd0055-ba4d-4081-8afe-4319904eb2ea,АМБУЛАТОРІЯ №1,0ee00ff3-d0a1-4b79-a752-7a26d889af59
11bd0342-ba4d-4081-8afe-4319904eb2ea,АМБУЛАТОРІЯ №2,0ee00ff3-d0a1-4b79-a752-7a26d889af59
e0f44cef-01f1-4f13-971c-44fc7c920c36,КНП МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 12 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,0ee00ff3-d0a1-4b79-a752-7a26d889af59
39bd0078-ba4d-4081-8afe-4319904eb2ea,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА №12 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ВІДОКРЕМЛЕНИЙ СТРУКТУРНИЙ ПІДРОЗДІЛ,0ee00ff3-d0a1-4b79-a752-7a26d889af59
53e75260-a9aa-42d1-a82c-ac2c8f9cf361,ЛИЩЕНСЬКА АЗПСМ,103b4db0-7ba6-4b1a-8c0e-8a1d8d720d25
cf4f9cbf-9264-4ba5-af33-f0c479bf4431,ПІДГАЙЦІВСЬКА АЗПСМ,103b4db0-7ba6-4b1a-8c0e-8a1d8d720d25
b2d8c5d1-8e71-4049-a8dd-0de3a099056d,ПІДДУБЦІВСЬКА АЗПСМ (ПІДГАЙЦІВСЬКИЙ ЦПМСД),103b4db0-7ba6-4b1a-8c0e-8a1d8d720d25
cd28380e-97e8-4d4f-98c9-4ed225eb0166,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ №1,10ad6605-050e-4c5b-9847-d987e1d1743b
8f927aa0-8f07-4f09-9002-54655503d70e,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ №2,10ad6605-050e-4c5b-9847-d987e1d1743b
2d3bb18b-4ac5-471f-a761-351e2f563e94,КНП МДП№1 ХМР,10f57a9c-da92-4eed-85d9-16d2a99e5219
117eec51-c388-4d52-8981-ed99d0c5c845,КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР,10f57a9c-da92-4eed-85d9-16d2a99e5219
