legal_entity_edrpou,legal_entity_name,residence_settlement_koatuu,residence_settlement_upd,Count of division_id,ent_num,ent_name,entity_num_id,entity_id,admin1,admin2,admin3,admin4,section,bnfc_group.bnfc_grp,Status
00184945,"КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",8000000000,КИЇВ,5,0018494501,"[КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",HCF (0018494501),"HCF (0018494501) - [КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ ШВИДКОЇ МЕДИЧНОЇ ДОПОМОГИ"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
00185028,"КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №5"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",8000000000,КИЇВ,12,0018502801,"[КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №5"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",HCF (0018502801),"HCF (0018502801) - [КИЇВ] КНП ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №5"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)",Kyiv - Київ - UA80,Kyiv - Київ - UA8000,Kyiv - Київ - UA8000000,Kyiv - Київ - UA8000000000,Health,Healthcare Facility,Active
00214534,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАВОД ПІВДЕНКАБЕЛЬ""",6310100000,ХАРКІВ,1,0021453401,"[ХАРКІВ] ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАВОД ПІВДЕНКАБЕЛЬ""",HCF (0021453401),"HCF (0021453401) - [ХАРКІВ] ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАВОД ПІВДЕНКАБЕЛЬ""",Kharkivska - Харківська - UA63,Kharkivskyi - Харківський - UA6312,Kharkivska - Харківська - UA6312027,Kharkiv - Харків - UA6312027001,Health,Healthcare Facility,Active
00440221,"КНП ""МІСЬКА ЛІКАРНЯ №8"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ",2310100000,ЗАПОРІЖЖЯ,4,0044022101,"[ЗАПОРІЖЖЯ] КНП ""МІСЬКА ЛІКАРНЯ №8"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ",HCF (0044022101),"HCF (0044022101) - [ЗАПОРІЖЖЯ] КНП ""МІСЬКА ЛІКАРНЯ №8"" ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ",Zaporizka - Запорізька - UA23,Zaporizkyi - Запорізький - UA2306,Zaporizka - Запорізька - UA2306007,Zaporizhzhia - Запоріжжя - UA2306007001,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3211200000,ФАСТІВ,4,0110793501,"[ФАСТІВ] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793501),"HCF (0110793501) - [ФАСТІВ] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Fastiv - Фастів - UA3214015001,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224955300,БОРОВА,1,0110793502,"[БОРОВА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793502),"HCF (0110793502) - [БОРОВА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Borova - Борова - UA3214015002,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224981201,ВЕЛИКА СНІТИНКА,1,0110793503,"[ВЕЛИКА СНІТИНКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793503),"HCF (0110793503) - [ВЕЛИКА СНІТИНКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Velyka Snitynka - Велика Снітинка - UA3214015006,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224984201,МАЛА СНІТИНКА,1,0110793504,"[МАЛА СНІТИНКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793504),"HCF (0110793504) - [МАЛА СНІТИНКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Mala Snitynka - Мала Снітинка - UA3214015012,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224986201,ТОМАШІВКА,1,0110793505,"[ТОМАШІВКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793505),"HCF (0110793505) - [ТОМАШІВКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Tomashivska - Томашівська - UA3214013,Tomashivka - Томашівка - UA3214013001,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224986901,ФАСТІВЕЦЬ,1,0110793506,"[ФАСТІВЕЦЬ] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793506),"HCF (0110793506) - [ФАСТІВЕЦЬ] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Fastivets - Фастівець - UA3214015018,Health,Healthcare Facility,Active
01107935,"КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",3224987201,МОТОВИЛІВКА,1,0110793507,"[МОТОВИЛІВКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",HCF (0110793507),"HCF (0110793507) - [МОТОВИЛІВКА] КНП ФАСТІВСЬКОЇ МІСЬКОЇ РАДИ""ФАСТІВСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""",Kyivska - Київська - UA32,Fastivskyi - Фастівський - UA3214,Fastivska - Фастівська - UA3214015,Motovylivka - Мотовилівка - UA3214015014,Health,Healthcare Facility,Active
01110854,"КНП КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ ""КОНОТОПСЬКА МІСЬКА ЛІКАРНЯ""",5910400000,КОНОТОП,5,0111085401,"[КОНОТОП] КНП КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ ""КОНОТОПСЬКА МІСЬКА ЛІКАРНЯ""",HCF (0111085401),"HCF (0111085401) - [КОНОТОП] КНП КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ ""КОНОТОПСЬКА МІСЬКА ЛІКАРНЯ""",Sumska - Сумська - UA59,Konotopskyi - Конотопський - UA5902,Konotopska - Конотопська - UA5902007,Konotop - Конотоп - UA5902007001,Health,Healthcare Facility,Active
01111032,"КНП ""МІСЬКА ЛІКАРНЯ №2"" РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ",5610100000,РІВНЕ,3,0111103201,"[РІВНЕ] КНП ""МІСЬКА ЛІКАРНЯ №2"" РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0111103201),"HCF (0111103201) - [РІВНЕ] КНП ""МІСЬКА ЛІКАРНЯ №2"" РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ",Rivnenska - Рівненська - UA56,Rivnenskyi - Рівненський - UA5606,Rivnenska - Рівненська - UA5606047,Rivne - Рівне - UA5606047001,Health,Healthcare Facility,Active
01111055,"КНП ""ОБЛАСНИЙ ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""",2610600000,КОЛОМИЯ,1,0111105501,"[КОЛОМИЯ] КНП ""ОБЛАСНИЙ ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111105501),"HCF (0111105501) - [КОЛОМИЯ] КНП ""ОБЛАСНИЙ ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСНОЇ РАДИ""",Ivano-Frankivska - Івано-Франківська - UA26,Kolomyiskyi - Коломийський - UA2608,Kolomyiska - Коломийська - UA2608007,Kolomyia - Коломия - UA2608007001,Health,Healthcare Facility,Active
01111121,"КНП ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПОДІЛЬСЬКОГО РАЙОНУ КУЯЛЬНИЦЬКОЇ СІЛЬСЬКОЇ РАДИ""",5111200000,ПОДІЛЬСЬК,1,0111112101,"[ПОДІЛЬСЬК] КНП ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПОДІЛЬСЬКОГО РАЙОНУ КУЯЛЬНИЦЬКОЇ СІЛЬСЬКОЇ РАДИ""",HCF (0111112101),"HCF (0111112101) - [ПОДІЛЬСЬК] КНП ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ПОДІЛЬСЬКОГО РАЙОНУ КУЯЛЬНИЦЬКОЇ СІЛЬСЬКОЇ РАДИ""",Odeska - Одеська - UA51,Podilskyi - Подільський - UA5112,Podilska - Подільська - UA5112019,Podilsk - Подільськ - UA5112019001,Health,Healthcare Facility,Active
01111138,"КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",5110100000,ОДЕСА,1,0111113801,"[ОДЕСА] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111113801),"HCF (0111113801) - [ОДЕСА] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",Odeska - Одеська - UA51,Odeskyi - Одеський - UA5110,Odeska - Одеська - UA5110027,Odesa - Одеса - UA5110027001,Health,Healthcare Facility,Active
01111138,"КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",5110300000,БІЛГОРОД-ДНІСТРОВСЬКИЙ,1,0111113802,"[БІЛГОРОД-ДНІСТРОВСЬКИЙ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111113802),"HCF (0111113802) - [БІЛГОРОД-ДНІСТРОВСЬКИЙ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",Odeska - Одеська - UA51,Bilhorod-Dnistrovskyi - Білгород-Дністровський - UA5104,Bilhorod-Dnistrovska - Білгород-Дністровська - UA5104001,Bilhorod-Dnistrovskyi - Білгород-Дністровський - UA5104001001,Health,Healthcare Facility,Active
01111138,"КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",5110600000,ІЗМАЇЛ,1,0111113803,"[ІЗМАЇЛ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111113803),"HCF (0111113803) - [ІЗМАЇЛ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",Odeska - Одеська - UA51,Izmailskyi - Ізмаїльський - UA5108,Izmailska - Ізмаїльська - UA5108003,Izmail - Ізмаїл - UA5108003001,Health,Healthcare Facility,Active
01111138,"КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",5111200000,ПОДІЛЬСЬК,1,0111113804,"[ПОДІЛЬСЬК] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111113804),"HCF (0111113804) - [ПОДІЛЬСЬК] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",Odeska - Одеська - UA51,Podilskyi - Подільський - UA5112,Podilska - Подільська - UA5112019,Podilsk - Подільськ - UA5112019001,Health,Healthcare Facility,Active
01111138,"КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",5120410100,АРЦИЗ,1,0111113805,"[АРЦИЗ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0111113805),"HCF (0111113805) - [АРЦИЗ] КНП ""ОДЕСЬКИЙ ОБЛАСНИЙ ЦЕНТР НЕФРОЛОГІЇ ТА ДІАЛІЗУ"" ОДЕСЬКОЇ ОБЛАСНОЇ РАДИ""",Odeska - Одеська - UA51,Bolhradskyi - Болградський - UA5106,Artsyzka - Арцизька - UA5106001,Artsyz - Арциз - UA5106001001,Health,Healthcare Facility,Active
01111227,"КНП ""ЗНАМ'ЯНСЬКА МІСЬКА ЛІКАРНЯ ІМ.А.В.ЛИСЕНКА"" ЗНАМ'ЯНСЬКОЇ МІСЬКОЇ РАДИ",3510600000,ЗНАМ'ЯНКА,3,0111122701,"[ЗНАМ'ЯНКА] КНП ""ЗНАМ'ЯНСЬКА МІСЬКА ЛІКАРНЯ ІМ.А.В.ЛИСЕНКА"" ЗНАМ'ЯНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0111122701),"HCF (0111122701) - [ЗНАМ'ЯНКА] КНП ""ЗНАМ'ЯНСЬКА МІСЬКА ЛІКАРНЯ ІМ.А.В.ЛИСЕНКА"" ЗНАМ'ЯНСЬКОЇ МІСЬКОЇ РАДИ",Kirovohradska - Кіровоградська - UA35,Kropyvnytskyi - Кропивницький - UA3504,Znamianska - Знам'янська - UA3504013,Znamianka - Знам'янка - UA3504013001,Health,Healthcare Facility,Active
01111233,"КНП ""ПОМІЧНЯНСЬКА МІСЬКА ЛІКАРНЯ"" ПОМІЧНЯНСЬКОЇ МІСЬКОЇ РАДИ",3521710300,ПОМІЧНА,2,0111123301,"[ПОМІЧНА] КНП ""ПОМІЧНЯНСЬКА МІСЬКА ЛІКАРНЯ"" ПОМІЧНЯНСЬКОЇ МІСЬКОЇ РАДИ",HCF (0111123301),"HCF (0111123301) - [ПОМІЧНА] КНП ""ПОМІЧНЯНСЬКА МІСЬКА ЛІКАРНЯ"" ПОМІЧНЯНСЬКОЇ МІСЬКОЇ РАДИ",Kirovohradska - Кіровоградська - UA35,Novoukrainskyi - Новоукраїнський - UA3506,Pomichnianska - Помічнянська - UA3506019,Pomichna - Помічна - UA3506019001,Health,Healthcare Facility,Active
01111581,"КП ''3-Я МІСЬКА КЛІНІЧНА ЛІКАРНЯ ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",5310100000,ПОЛТАВА,2,0111158101,"[ПОЛТАВА] КП ''3-Я МІСЬКА КЛІНІЧНА ЛІКАРНЯ ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",HCF (0111158101),"HCF (0111158101) - [ПОЛТАВА] КП ''3-Я МІСЬКА КЛІНІЧНА ЛІКАРНЯ ПОЛТАВСЬКОЇ МІСЬКОЇ РАДИ""",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Poltavska - Полтавська - UA5308037,Poltava - Полтава - UA5308037001,Health,Healthcare Facility,Active
01111701,"КНП ""СИНЕЛЬНИКІВСЬКИЙ  ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",1213000000,СИНЕЛЬНИКОВЕ,3,0111170101,"[СИНЕЛЬНИКОВЕ] КНП ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",HCF (0111170101),"HCF (0111170101) - [СИНЕЛЬНИКОВЕ] КНП ""СИНЕЛЬНИКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",Dnipropetrovska - Дніпропетровська - UA12,Synelnykivskyi - Синельниківський - UA1214,Synelnykivska - Синельниківська - UA1214031,Synelnykove - Синельникове - UA1214031001,Health,Healthcare Facility,Active
01111753,"КНП ""ВЕРХІВЦЕВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕРХІВЦЕВСЬКОЇ МІСЬКОЇ РАДИ""",1221010300,ВЕРХІВЦЕВЕ,2,0111175301,"[ВЕРХІВЦЕВЕ] КНП ""ВЕРХІВЦЕВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕРХІВЦЕВСЬКОЇ МІСЬКОЇ РАДИ""",HCF (0111175301),"HCF (0111175301) - [ВЕРХІВЦЕВЕ] КНП ""ВЕРХІВЦЕВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕРХІВЦЕВСЬКОЇ МІСЬКОЇ РАДИ""",Dnipropetrovska - Дніпропетровська - UA12,Kamianskyi - Кам'янський - UA1204,Verkhivtsivska - Верхівцівська - UA1204003,Verkhivtseve - Верхівцеве - UA1204003001,Health,Healthcare Facility,Active
01204294,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""КРЕМЕНЧУЦЬКА МІСЬКА ЛІКАРНЯ ""ПРАВОБЕРЕЖНА""",5310400000,КРЕМЕНЧУК,2,0120429401,"[КРЕМЕНЧУК] КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""КРЕМЕНЧУЦЬКА МІСЬКА ЛІКАРНЯ ""ПРАВОБЕРЕЖНА""",HCF (0120429401),"HCF (0120429401) - [КРЕМЕНЧУК] КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""КРЕМЕНЧУЦЬКА МІСЬКА ЛІКАРНЯ ""ПРАВОБЕРЕЖНА""",Poltavska - Полтавська - UA53,Kremenchutskyi - Кременчуцький - UA5302,Kremenchutska - Кременчуцька - UA5302011,Kremenchuk - Кременчук - UA5302011001,Health,Healthcare Facility,Active
01204360,"КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",5310100000,ПОЛТАВА,1,0120436001,"[ПОЛТАВА] КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0120436001),"HCF (0120436001) - [ПОЛТАВА] КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Poltavska - Полтавська - UA5308037,Poltava - Полтава - UA5308037001,Health,Healthcare Facility,Active
01204360,"КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",5324255100,РЕШЕТИЛІВКА,1,0120436002,"[РЕШЕТИЛІВКА] КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",HCF (0120436002),"HCF (0120436002) - [РЕШЕТИЛІВКА] КП ""ПОЛТАВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ МЕДИЧНИЙ КАРДІОВАСКУЛЯРНИЙ ЦЕНТР ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Reshetylivska - Решетилівська - UA5308039,Reshetylivka - Решетилівка - UA5308039001,Health,Healthcare Facility,Active
