legal_entity_edrpou,legal_entity_name,residence_settlement_koatuu,residence_settlement_upd,Count of division_id,ent_num,ent_name,entity_num_id,entity_id,admin1,admin2,admin3,admin4,section,bnfc_group.bnfc_grp,Status
38485788,"КП ""РАТНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" РАТНІВСЬКОЇ СЕЛИЩНОЇ РАДИ",724286901,САМАРИ,1,3848578808,"[САМАРИ] КП ""РАТНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" РАТНІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848578808),"HCF (3848578808) - [САМАРИ] КП ""РАТНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" РАТНІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Samarivska - Самарівська - UA0706035,Samary - Самари - UA0706035001,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725055100,СТАРА ВИЖІВКА,1,3848587901,"[СТАРА ВИЖІВКА] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587901),"HCF (3848587901) - [СТАРА ВИЖІВКА] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Starovyzhivska - Старовижівська - UA0706041,Stara Vyzhivka - Стара Вижівка - UA0706041001,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725080501,БУЦИН,1,3848587902,"[БУЦИН] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587902),"HCF (3848587902) - [БУЦИН] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Dubivska - Дубівська - UA0706013,Butsyn - Буцинь - UA0706013003,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725081301,ДУБЕЧНЕ,1,3848587903,"[ДУБЕЧНЕ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587903),"HCF (3848587903) - [ДУБЕЧНЕ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Dubechnenska - Дубечненська - UA0706011,Dubechne - Дубечне - UA0706011001,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725082201,КРИМНЕ,1,3848587904,"[КРИМНЕ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587904),"HCF (3848587904) - [КРИМНЕ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Dubechnenska - Дубечненська - UA0706011,Krymne - Кримне - UA0706011004,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725082501,ЛЮБОХИНИ,1,3848587905,"[ЛЮБОХИНИ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587905),"HCF (3848587905) - [ЛЮБОХИНИ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Dubechnenska - Дубечненська - UA0706011,Liubokhyny - Любохини - UA0706011005,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725084801,СЕРЕХОВИЧІ,1,3848587906,"[СЕРЕХОВИЧІ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587906),"HCF (3848587906) - [СЕРЕХОВИЧІ] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Serekhovychivska - Сереховичівська - UA0706037,Serekhovychi - Сереховичі - UA0706037001,Health,Healthcare Facility,Active
38485879,"КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",725085001,СМІДИН,1,3848587907,"[СМІДИН] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",HCF (3848587907),"HCF (3848587907) - [СМІДИН] КНП ""СТАРОВИЖІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" СТАРОВИЖІВСЬКОЇ СЕЛИЩНОЇ РАДИ",Volynska - Волинська - UA07,Kovelskyi - Ковельський - UA0706,Smidynska - Смідинська - UA0706039,Smidyn - Смідин - UA0706039001,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223755100,РОКИТНЕ,1,3848626701,"[РОКИТНЕ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626701),"HCF (3848626701) - [РОКИТНЕ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Rokytne - Рокитне - UA3202013001,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223781501,ЖИТНІ ГОРИ,1,3848626702,"[ЖИТНІ ГОРИ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626702),"HCF (3848626702) - [ЖИТНІ ГОРИ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Zhytni Hory - Житні Гори - UA3202013005,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223783501,НАСТАШКА,1,3848626703,"[НАСТАШКА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626703),"HCF (3848626703) - [НАСТАШКА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Nastashka - Насташка - UA3202013012,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223784001,ОЛЬШАНИЦЯ,1,3848626704,"[ОЛЬШАНИЦЯ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626704),"HCF (3848626704) - [ОЛЬШАНИЦЯ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Olshanytsia - Ольшаниця - UA3202013014,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223784501,ОСТРІВ,1,3848626705,"[ОСТРІВ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626705),"HCF (3848626705) - [ОСТРІВ] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Ostriv - Острів - UA3202013015,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223786001,СИНЯВА,1,3848626706,"[СИНЯВА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626706),"HCF (3848626706) - [СИНЯВА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Syniava - Синява - UA3202013020,Health,Healthcare Facility,Active
38486267,"КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",3223786501,ТЕЛЕШІВКА,2,3848626707,"[ТЕЛЕШІВКА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",HCF (3848626707),"HCF (3848626707) - [ТЕЛЕШІВКА] КНП РОКИТНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ БІЛОЦЕРКІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""РОКИТНЯНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",Kyivska - Київська - UA32,Bilotserkivskyi - Білоцерківський - UA3202,Rokytnianska - Рокитнянська - UA3202013,Teleshivka - Телешівка - UA3202013021,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5321084905,МИХАЙЛІВКА,1,3848718001,"[МИХАЙЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718001),"HCF (3848718001) - [МИХАЙЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Dykanska - Диканська - UA5308005,Mykhailivka - Михайлівка - UA5308005032,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5321880404,ПАВЛІВКА,1,3848718002,"[ПАВЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718002),"HCF (3848718002) - [ПАВЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Kobeliatska - Кобеляцька - UA5308013,Pavlivka - Павлівка - UA5308013041,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323055100,МАШІВКА,1,3848718003,"[МАШІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718003),"HCF (3848718003) - [МАШІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Mashivka - Машівка - UA5308025001,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323080201,АБРАМІВКА,1,3848718004,"[АБРАМІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718004),"HCF (3848718004) - [АБРАМІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Abramivka - Абрамівка - UA5308025002,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323080402,КРАСНОГІРКА,1,3848718005,"[КРАСНОГІРКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718005),"HCF (3848718005) - [КРАСНОГІРКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mykhailivska - Михайлівська - UA5308027,Krasnohirka - Красногірка - UA5308027006,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323080701,БАЗИЛІВЩИНА,1,3848718006,"[БАЗИЛІВЩИНА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718006),"HCF (3848718006) - [БАЗИЛІВЩИНА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Bazylivshchyna - Базилівщина - UA5308025003,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323081301,ДМИТРІВКА,1,3848718007,"[ДМИТРІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718007),"HCF (3848718007) - [ДМИТРІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Dmytrivka - Дмитрівка - UA5308025008,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323081901,КОНОВАЛІВКА,1,3848718008,"[КОНОВАЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718008),"HCF (3848718008) - [КОНОВАЛІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mykhailivska - Михайлівська - UA5308027,Konovalivka - Коновалівка - UA5308027005,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323082201,КОШМАНІВКА,1,3848718009,"[КОШМАНІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718009),"HCF (3848718009) - [КОШМАНІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Koshmanivka - Кошманівка - UA5308025011,Health,Healthcare Facility,Active
38487180,"КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",5323082203,МИРОНІВКА,1,3848718010,"[МИРОНІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",HCF (3848718010),"HCF (3848718010) - [МИРОНІВКА] КНП ""МАШІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАШІВСЬКОЇ СЕЛИЩНОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ",Poltavska - Полтавська - UA53,Poltavskyi - Полтавський - UA5308,Mashivska - Машівська - UA5308025,Myronivka - Миронівка - UA5308025013,Health,Healthcare Facility,Active
